age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
47,admin.,1,basic.9y,0,1,1,cellular,apr,fri,795,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
30,student,0,professional.course,0,0,1,cellular,apr,fri,170,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,admin.,0,high.school,0,0,0,cellular,apr,fri,146,2,5,2,1,-1.8,93.075,-47.1,1.405,5099.1,0
33,admin.,0,university.degree,0,0,0,cellular,apr,fri,426,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,admin.,0,high.school,0,1,0,cellular,apr,fri,74,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,admin.,0,university.degree,0,1,0,cellular,apr,fri,334,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,blue-collar,1,basic.9y,0,1,0,cellular,apr,fri,1064,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,blue-collar,0,high.school,0,0,0,cellular,apr,fri,151,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
27,unemployed,0,basic.9y,0,0,0,cellular,apr,fri,48,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,services,1,high.school,0,0,0,cellular,apr,fri,368,6,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,technician,0,high.school,0,0,0,telephone,apr,fri,320,3,6,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
35,blue-collar,1,professional.course,0,0,0,cellular,apr,fri,317,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,admin.,0,high.school,0,1,0,cellular,apr,fri,202,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
22,admin.,1,high.school,0,0,1,cellular,apr,fri,108,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,management,0,university.degree,0,0,0,cellular,apr,fri,952,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
42,services,0,high.school,0,0,0,cellular,apr,fri,544,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
41,blue-collar,1,basic.4y,0,0,0,cellular,apr,fri,191,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,blue-collar,1,basic.6y,0,0,0,cellular,apr,fri,427,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
34,technician,0,professional.course,0,1,1,cellular,apr,fri,180,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,services,1,high.school,0,0,0,cellular,apr,fri,291,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,admin.,1,university.degree,0,0,1,cellular,apr,fri,72,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
37,blue-collar,1,high.school,0,1,0,cellular,apr,mon,196,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,services,1,high.school,0,0,0,cellular,apr,mon,95,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,technician,1,professional.course,0,0,0,cellular,apr,mon,322,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,entrepreneur,0,university.degree,0,1,1,cellular,apr,mon,142,12,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
42,admin.,1,basic.9y,0,0,0,telephone,apr,mon,406,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,blue-collar,1,basic.9y,0,0,0,cellular,apr,mon,207,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,entrepreneur,0,university.degree,0,0,0,cellular,apr,mon,89,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
29,services,0,high.school,0,0,0,cellular,apr,mon,386,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,technician,1,university.degree,0,1,0,cellular,apr,mon,185,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
30,student,0,high.school,0,1,0,cellular,apr,mon,7,6,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
37,blue-collar,0,professional.course,0,1,0,cellular,apr,mon,304,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
48,services,0,high.school,0,1,0,cellular,apr,mon,90,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,admin.,0,university.degree,0,1,0,cellular,apr,mon,285,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
73,retired,1,basic.4y,0,1,0,cellular,apr,mon,158,1,6,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
56,retired,0,university.degree,0,1,0,cellular,apr,mon,199,5,9,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
43,admin.,0,university.degree,0,1,0,cellular,apr,mon,670,4,11,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
41,services,1,high.school,0,0,0,cellular,apr,mon,319,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,services,0,high.school,0,1,0,cellular,apr,mon,142,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,admin.,0,basic.9y,0,1,0,cellular,apr,mon,79,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
52,admin.,0,basic.9y,0,1,1,cellular,apr,mon,9,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,services,1,high.school,0,1,0,cellular,apr,mon,72,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,blue-collar,0,basic.6y,0,1,1,cellular,apr,mon,37,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,admin.,1,high.school,0,1,1,telephone,apr,mon,24,1,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,management,1,university.degree,0,1,1,cellular,apr,mon,163,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,management,1,university.degree,0,0,0,cellular,apr,mon,450,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,technician,0,professional.course,0,1,0,cellular,apr,mon,250,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,management,0,university.degree,0,0,1,cellular,apr,mon,72,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,management,0,university.degree,0,0,0,cellular,apr,mon,611,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
57,entrepreneur,0,university.degree,0,1,1,cellular,apr,mon,45,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
31,management,0,university.degree,0,1,0,cellular,apr,mon,92,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
34,admin.,0,university.degree,0,0,1,cellular,apr,mon,473,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
30,blue-collar,1,basic.4y,0,0,0,cellular,apr,mon,87,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
44,blue-collar,1,basic.4y,0,0,0,cellular,apr,mon,92,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,blue-collar,1,professional.course,0,0,1,cellular,apr,mon,123,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,technician,0,professional.course,0,0,0,cellular,apr,mon,62,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,technician,0,professional.course,0,0,0,cellular,apr,mon,33,1,6,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
43,management,1,university.degree,0,0,0,cellular,apr,mon,246,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
52,services,1,basic.6y,0,0,1,cellular,apr,mon,44,2,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
56,self-employed,1,university.degree,0,0,0,cellular,apr,mon,83,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
43,management,1,university.degree,0,0,1,cellular,apr,mon,443,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
47,admin.,0,university.degree,0,1,0,cellular,apr,mon,40,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
34,blue-collar,1,basic.9y,0,1,0,cellular,apr,mon,240,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
48,services,0,high.school,0,1,1,cellular,apr,mon,111,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
56,self-employed,1,university.degree,0,1,0,cellular,apr,mon,222,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
31,technician,0,professional.course,0,1,0,cellular,apr,mon,170,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,services,1,high.school,0,0,0,cellular,apr,mon,53,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
43,management,1,university.degree,0,1,0,cellular,apr,mon,818,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
45,blue-collar,1,basic.6y,0,0,0,cellular,apr,mon,293,1,1,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
31,admin.,0,university.degree,0,1,0,cellular,apr,mon,239,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,management,1,university.degree,0,1,0,cellular,apr,mon,96,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
46,services,1,high.school,0,0,0,cellular,apr,mon,91,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
49,entrepreneur,1,university.degree,0,1,0,cellular,apr,mon,48,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
52,services,1,basic.6y,0,0,0,cellular,apr,mon,157,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
48,services,0,high.school,0,0,0,cellular,apr,mon,715,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
33,blue-collar,1,high.school,0,0,0,cellular,apr,mon,87,2,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
52,admin.,1,university.degree,0,1,0,cellular,apr,mon,181,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
30,admin.,0,high.school,0,1,0,cellular,apr,mon,180,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
33,blue-collar,1,basic.9y,0,1,0,cellular,apr,mon,253,3,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
33,technician,1,high.school,0,0,0,cellular,apr,mon,211,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
45,blue-collar,1,basic.6y,0,1,0,cellular,apr,mon,170,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,admin.,1,university.degree,0,1,0,cellular,apr,mon,129,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
52,admin.,0,basic.9y,0,1,1,cellular,apr,mon,20,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
45,technician,1,high.school,0,1,0,cellular,apr,mon,116,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
33,technician,0,professional.course,0,1,0,cellular,apr,mon,153,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
34,blue-collar,1,high.school,0,1,0,cellular,apr,mon,143,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
45,blue-collar,1,basic.9y,0,1,0,cellular,apr,mon,174,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
55,admin.,1,university.degree,0,1,0,cellular,apr,mon,247,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
41,blue-collar,1,high.school,0,1,0,cellular,apr,mon,53,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
57,services,1,high.school,0,1,0,cellular,apr,mon,113,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
50,admin.,1,high.school,0,0,0,cellular,apr,mon,177,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,management,1,university.degree,0,1,0,cellular,apr,mon,305,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
43,management,1,university.degree,0,1,0,cellular,apr,mon,87,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,technician,1,basic.9y,0,1,0,cellular,apr,mon,419,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
54,technician,1,high.school,0,0,0,cellular,apr,mon,58,3,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,technician,0,university.degree,0,1,1,cellular,apr,mon,861,6,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
41,technician,1,professional.course,0,1,1,cellular,apr,mon,168,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,technician,0,professional.course,0,1,1,cellular,apr,mon,230,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
43,management,1,university.degree,0,0,0,cellular,apr,mon,48,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
41,admin.,1,high.school,0,0,1,cellular,apr,mon,239,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,blue-collar,1,basic.4y,0,1,1,cellular,apr,mon,45,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
41,admin.,1,professional.course,0,1,1,cellular,apr,mon,528,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,admin.,0,university.degree,0,1,0,cellular,apr,mon,72,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
50,management,1,university.degree,0,1,1,cellular,apr,mon,228,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,blue-collar,1,basic.4y,0,0,0,cellular,apr,mon,687,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
21,student,0,high.school,0,0,0,cellular,apr,mon,258,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
27,technician,0,university.degree,0,0,1,cellular,apr,mon,400,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
31,services,0,high.school,0,1,1,cellular,apr,mon,289,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
25,admin.,1,university.degree,0,1,0,cellular,apr,mon,137,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
47,technician,1,basic.9y,0,1,0,cellular,apr,mon,151,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
31,admin.,0,university.degree,0,1,1,cellular,apr,mon,885,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
34,admin.,0,university.degree,0,1,0,cellular,apr,mon,58,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
37,admin.,1,basic.9y,0,1,0,cellular,apr,mon,304,7,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
50,blue-collar,1,basic.9y,0,1,0,cellular,apr,mon,249,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
57,self-employed,1,basic.4y,0,1,0,telephone,apr,mon,534,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
24,technician,0,professional.course,0,1,0,cellular,apr,mon,200,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
29,admin.,0,high.school,0,1,0,telephone,apr,mon,32,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
35,services,1,basic.9y,0,1,0,telephone,apr,mon,26,4,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,admin.,0,university.degree,0,0,0,cellular,apr,mon,140,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
43,blue-collar,1,basic.6y,0,0,0,cellular,apr,mon,87,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,technician,1,basic.6y,0,0,0,cellular,apr,mon,316,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
24,admin.,1,professional.course,0,1,0,cellular,apr,mon,102,6,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
42,admin.,0,high.school,0,0,0,cellular,apr,mon,190,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
38,entrepreneur,1,basic.9y,0,1,0,cellular,apr,mon,13,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
49,admin.,1,university.degree,0,1,0,cellular,apr,mon,404,6,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
37,services,0,professional.course,0,1,0,cellular,apr,mon,93,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
37,blue-collar,0,professional.course,0,1,0,cellular,apr,mon,12,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
60,retired,1,basic.6y,0,1,0,cellular,apr,mon,579,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39,admin.,1,university.degree,0,0,0,cellular,apr,mon,355,3,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,0
40,technician,0,professional.course,0,1,0,cellular,apr,mon,8,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
27,management,0,university.degree,0,1,1,cellular,apr,mon,21,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
34,blue-collar,1,basic.9y,0,0,0,cellular,apr,mon,31,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
54,technician,1,high.school,0,1,0,cellular,apr,mon,94,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
32,services,1,high.school,0,1,1,cellular,apr,mon,6,6,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
42,blue-collar,1,high.school,0,0,1,cellular,apr,mon,178,5,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
36,admin.,1,university.degree,0,1,0,telephone,apr,mon,5,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
75,retired,1,basic.4y,0,0,0,cellular,apr,tue,109,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
66,retired,1,basic.4y,0,1,0,cellular,apr,tue,63,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
75,retired,1,basic.4y,0,0,0,cellular,apr,tue,356,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
53,admin.,1,university.degree,0,1,0,cellular,apr,tue,158,2,6,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
46,admin.,1,university.degree,0,1,0,telephone,apr,wed,154,8,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
23,admin.,0,university.degree,0,0,0,cellular,apr,wed,314,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
29,admin.,0,high.school,0,0,1,cellular,apr,wed,319,1,6,1,1,-1.8,93.075,-47.1,1.405,5099.1,1
64,retired,1,basic.4y,0,1,0,cellular,apr,wed,104,1,999,2,0,-1.8,93.075,-47.1,1.405,5099.1,1
55,admin.,1,high.school,0,0,1,cellular,apr,wed,307,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
50,technician,0,basic.9y,0,1,0,cellular,apr,wed,91,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
25,admin.,0,high.school,0,1,0,cellular,apr,wed,108,3,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
61,retired,1,basic.4y,0,1,0,cellular,apr,wed,245,4,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,1
30,technician,0,university.degree,0,1,0,cellular,apr,fri,143,1,999,1,0,-1.8,93.075,-47.1,1.4,5099.1,0
80,blue-collar,1,high.school,0,0,0,cellular,apr,fri,105,6,999,3,0,-1.8,93.075,-47.1,1.4,5099.1,0
27,student,0,university.degree,0,0,0,cellular,apr,fri,227,1,999,1,0,-1.8,93.075,-47.1,1.4,5099.1,1
38,technician,0,university.degree,0,0,0,cellular,apr,fri,202,5,999,1,0,-1.8,93.075,-47.1,1.4,5099.1,1
55,services,0,professional.course,0,0,0,cellular,apr,mon,88,1,999,1,0,-1.8,93.075,-47.1,1.392,5099.1,0
33,admin.,0,high.school,0,1,0,cellular,apr,wed,961,2,999,1,0,-1.8,93.075,-47.1,1.372,5099.1,1
69,retired,1,high.school,0,1,0,cellular,apr,wed,153,4,999,1,0,-1.8,93.075,-47.1,1.372,5099.1,0
58,retired,1,basic.4y,0,1,0,cellular,apr,thu,185,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
60,retired,0,professional.course,0,1,0,cellular,apr,thu,968,1,5,2,0,-1.8,93.075,-47.1,1.365,5099.1,1
31,technician,0,university.degree,0,1,0,cellular,apr,thu,701,1,5,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
39,technician,1,professional.course,0,1,0,cellular,apr,thu,381,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
53,admin.,0,university.degree,0,0,0,cellular,apr,thu,494,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
35,services,1,high.school,0,1,0,cellular,apr,thu,412,1,5,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
51,services,1,basic.6y,0,0,0,cellular,apr,thu,407,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
60,admin.,1,high.school,0,0,0,cellular,apr,thu,447,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
48,entrepreneur,1,university.degree,0,1,0,cellular,apr,thu,62,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
77,retired,0,basic.4y,0,0,0,cellular,apr,thu,155,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
53,management,0,university.degree,0,1,0,cellular,apr,thu,297,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
31,admin.,0,high.school,0,0,0,cellular,apr,thu,252,1,5,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
31,admin.,0,high.school,0,0,0,cellular,apr,thu,706,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
45,admin.,0,high.school,0,1,0,cellular,apr,thu,354,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
30,management,1,university.degree,0,1,0,cellular,apr,thu,271,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
38,technician,1,professional.course,0,1,0,cellular,apr,thu,110,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
48,entrepreneur,1,university.degree,0,0,0,cellular,apr,thu,294,2,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
54,housemaid,1,high.school,0,1,1,cellular,apr,thu,267,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
36,technician,0,professional.course,0,1,0,cellular,apr,thu,218,1,2,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
32,admin.,1,university.degree,0,1,0,cellular,apr,thu,116,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
33,services,1,high.school,0,1,0,cellular,apr,thu,900,2,999,2,0,-1.8,93.075,-47.1,1.365,5099.1,1
59,retired,1,basic.4y,0,1,0,cellular,apr,thu,381,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
71,self-employed,1,university.degree,0,1,0,cellular,apr,thu,78,2,5,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
35,admin.,0,university.degree,0,1,1,cellular,apr,thu,58,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
35,technician,1,professional.course,0,0,0,cellular,apr,thu,337,2,5,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
51,technician,1,professional.course,0,1,1,cellular,apr,thu,297,1,2,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
51,technician,1,professional.course,0,1,0,cellular,apr,thu,687,1,0,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
27,admin.,0,university.degree,0,1,0,cellular,apr,thu,193,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
36,technician,1,professional.course,0,1,1,cellular,apr,thu,266,2,2,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
47,admin.,1,university.degree,0,1,0,cellular,apr,thu,53,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
39,technician,1,professional.course,0,0,0,cellular,apr,thu,225,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
25,technician,0,professional.course,0,1,1,cellular,apr,thu,104,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
40,services,1,high.school,0,1,0,cellular,apr,thu,124,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
48,technician,0,high.school,0,1,0,cellular,apr,thu,400,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
56,entrepreneur,1,university.degree,0,0,0,cellular,apr,thu,284,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
56,entrepreneur,1,university.degree,0,0,0,cellular,apr,thu,196,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
30,admin.,1,university.degree,0,1,0,cellular,apr,thu,316,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
37,self-employed,0,university.degree,0,1,0,cellular,apr,thu,270,2,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
51,technician,1,university.degree,0,1,0,cellular,apr,thu,526,2,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
28,blue-collar,0,basic.9y,0,1,0,cellular,apr,thu,315,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
49,unemployed,1,university.degree,0,0,0,cellular,apr,thu,171,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
56,entrepreneur,1,university.degree,0,0,0,cellular,apr,thu,457,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
42,technician,1,professional.course,0,0,0,cellular,apr,thu,94,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
63,retired,1,high.school,0,0,0,cellular,apr,thu,198,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
28,admin.,0,university.degree,0,1,1,cellular,apr,thu,68,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
48,technician,1,professional.course,0,1,1,cellular,apr,thu,269,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
37,admin.,1,high.school,0,1,0,cellular,apr,thu,226,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
48,unemployed,0,basic.9y,0,1,0,cellular,apr,thu,242,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
48,unemployed,0,basic.9y,0,1,0,cellular,apr,thu,228,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
36,admin.,1,university.degree,0,1,0,cellular,apr,thu,483,1,0,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
29,technician,0,professional.course,0,0,0,cellular,apr,thu,96,2,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
60,admin.,1,professional.course,0,1,0,cellular,apr,thu,473,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
48,entrepreneur,1,university.degree,0,0,0,cellular,apr,thu,27,1,999,2,0,-1.8,93.075,-47.1,1.365,5099.1,0
57,retired,1,university.degree,0,0,0,cellular,apr,thu,81,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
54,management,1,university.degree,0,0,0,telephone,apr,thu,107,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
40,technician,1,professional.course,0,1,0,cellular,apr,thu,580,2,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
73,retired,1,university.degree,0,1,0,cellular,apr,thu,79,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
71,retired,0,basic.4y,0,0,1,cellular,apr,thu,214,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
28,admin.,1,university.degree,0,0,0,cellular,apr,thu,258,1,2,2,1,-1.8,93.075,-47.1,1.365,5099.1,1
58,retired,0,university.degree,0,0,0,cellular,apr,thu,211,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
47,admin.,1,university.degree,0,1,1,cellular,apr,thu,149,1,2,1,1,-1.8,93.075,-47.1,1.365,5099.1,0
36,admin.,1,university.degree,0,1,0,cellular,apr,thu,970,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
58,retired,1,basic.4y,0,0,0,cellular,apr,thu,266,1,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,1
